delta_financial_index_dict,ALL,DT_test,a,EPS_Market_capitalizati_Size_Votility
delta_financial_index_dict,ALL,DT_test,p,BM_Book_Value_BPS_EPS_Equity_Multiplier_ROE_Diluted_Size_Turnover_Votility
delta_financial_index_dict,ALL,DT_test,r,BM_Book_Value_BPS_EPS_Equity_Multiplier_ROE_Diluted_Size_Turnover_Votility
delta_financial_index_dict,ALL,DT_test,f1,BM_Book_Value_BPS_EPS_Equity_Multiplier_ROE_Diluted_Size_Turnover_Votility
delta_financial_index_dict,ALL,RF_train,a,Book_Value_BPS_Market_capitalizati_ROE_Diluted_Size_Votility
delta_financial_index_dict,ALL,RF_train,p,BM_Book_Value_BPS_EPS_PE_Rati_ROE_Diluted_Size_Turnover_Votility
delta_financial_index_dict,ALL,RF_train,r,Book_Value_BPS_Market_capitalizati_ROE_Diluted_Size_Votility
delta_financial_index_dict,ALL,RF_train,f1,Book_Value_BPS_Market_capitalizati_ROE_Diluted_Size_Votility
delta_financial_index_dict,ALL,SVC_rbf_test,a,EPS_Turnover
delta_financial_index_dict,ALL,SVC_rbf_test,p,BPS_Equity_Multiplier_Market_capitalizati_PE_Rati_Size_Turnover
delta_financial_index_dict,ALL,SVC_rbf_test,r,BM_EPS_Turnover
delta_financial_index_dict,ALL,SVC_rbf_test,f1,BM_EPS_Turnover
delta_financial_index_dict,ALL,SVC_linear_train,a,BM_EPS_ROE_Diluted_Size_Turnover
delta_financial_index_dict,ALL,SVC_linear_train,p,BPS_PE_Rati_ROE_Diluted
delta_financial_index_dict,ALL,SVC_linear_train,r,BM_BPS_EPS_Equity_Multiplier_PE_Rati_ROE_Diluted_Turnover
delta_financial_index_dict,ALL,SVC_linear_train,f1,Market_capitalizati_PE_Rati_ROE_Diluted_Turnover
delta_financial_index_dict,ALL,DT_train,a,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,ALL,DT_train,p,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,ALL,DT_train,r,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,ALL,DT_train,f1,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,ALL,LR_train,a,BM_EPS_PE_Rati
delta_financial_index_dict,ALL,LR_train,p,PE_Rati_Turnover
delta_financial_index_dict,ALL,LR_train,r,Market_capitalizati_Turnover
delta_financial_index_dict,ALL,LR_train,f1,Book_Value_Market_capitalizati_Size_Turnover
delta_financial_index_dict,ALL,SVC_linear_test,a,BPS_Equity_Multiplier_PE_Rati_ROE_Diluted_Size_Votility
delta_financial_index_dict,ALL,SVC_linear_test,p,BPS_Equity_Multiplier_ROE_Diluted_Turnover
delta_financial_index_dict,ALL,SVC_linear_test,r,BM_Equity_Multiplier_PE_Rati_ROE_Diluted_Size
delta_financial_index_dict,ALL,SVC_linear_test,f1,BM_Equity_Multiplier_PE_Rati_ROE_Diluted_Size
delta_financial_index_dict,ALL,SVC_rbf_train,a,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,ALL,SVC_rbf_train,p,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,ALL,SVC_rbf_train,r,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,ALL,SVC_rbf_train,f1,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,ALL,RF_test,a,Book_Value_BPS_PE_Rati_ROE_Diluted_Votility
delta_financial_index_dict,ALL,RF_test,p,Book_Value_BPS_PE_Rati_ROE_Diluted_Votility
delta_financial_index_dict,ALL,RF_test,r,BPS_Market_capitalizati_PE_Rati_ROE_Diluted_Turnover
delta_financial_index_dict,ALL,RF_test,f1,BPS_Market_capitalizati_PE_Rati_ROE_Diluted_Turnover
delta_financial_index_dict,ALL,SVC_sigmoid_test,a,ROE_Diluted
delta_financial_index_dict,ALL,SVC_sigmoid_test,p,ROE_Diluted
delta_financial_index_dict,ALL,SVC_sigmoid_test,r,ROE_Diluted
delta_financial_index_dict,ALL,SVC_sigmoid_test,f1,ROE_Diluted
delta_financial_index_dict,ALL,BNB_test,a,BPS_EPS_Equity_Multiplier_PE_Rati_Turnover_Votility
delta_financial_index_dict,ALL,BNB_test,p,BM_BPS_EPS_PE_Rati_Turnover_Votility
delta_financial_index_dict,ALL,BNB_test,r,BM_EPS_Equity_Multiplier_Market_capitalizati_PE_Rati_ROE_Diluted_Votility
delta_financial_index_dict,ALL,BNB_test,f1,BM_EPS_Equity_Multiplier_Market_capitalizati_PE_Rati_ROE_Diluted_Votility
delta_financial_index_dict,ALL,LR_test,a,BM_Book_Value_EPS_Equity_Multiplier_Market_capitalizati_PE_Rati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,ALL,LR_test,p,BPS_Equity_Multiplier_PE_Rati_Turnover
delta_financial_index_dict,ALL,LR_test,r,BM_Book_Value_EPS_Equity_Multiplier_Market_capitalizati_PE_Rati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,ALL,LR_test,f1,Book_Value_EPS_Market_capitalizati_Votility
delta_financial_index_dict,ALL,BNB_train,a,Book_Value_EPS_Equity_Multiplier_Turnover_Votility
delta_financial_index_dict,ALL,BNB_train,p,EPS_Equity_Multiplier_Market_capitalizati_Size_Turnover
delta_financial_index_dict,ALL,BNB_train,r,BPS_EPS_Equity_Multiplier_Market_capitalizati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,ALL,BNB_train,f1,BPS_EPS_Equity_Multiplier_Market_capitalizati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,ALL,GNB_train,a,BM_EPS_Turnover_Votility
delta_financial_index_dict,ALL,GNB_train,p,BM_Book_Value_EPS_Market_capitalizati_PE_Rati_ROE_Diluted_Turnover
delta_financial_index_dict,ALL,GNB_train,r,BM_EPS_Equity_Multiplier_PE_Rati_Size_Turnover_Votility
delta_financial_index_dict,ALL,GNB_train,f1,BM_BPS_EPS_Equity_Multiplier_PE_Rati_Size_Votility
delta_financial_index_dict,ALL,SVC_sigmoid_train,a,EPS_PE_Rati
delta_financial_index_dict,ALL,SVC_sigmoid_train,p,EPS_PE_Rati
delta_financial_index_dict,ALL,SVC_sigmoid_train,r,EPS_PE_Rati
delta_financial_index_dict,ALL,SVC_sigmoid_train,f1,EPS_PE_Rati
delta_financial_index_dict,ALL,GNB_test,a,BM_BPS_EPS_Equity_Multiplier_PE_Rati_Size_Votility
delta_financial_index_dict,ALL,GNB_test,p,BPS_Equity_Multiplier_Size_Turnover
delta_financial_index_dict,ALL,GNB_test,r,BPS_EPS_Equity_Multiplier_PE_Rati_Size_Votility
delta_financial_index_dict,ALL,GNB_test,f1,BM_BPS_EPS_Equity_Multiplier_PE_Rati_Size_Votility
delta_financial_index_dict,MPE,DT_test,a,BM_EPS_Equity_Multiplier_Market_capitalizati
delta_financial_index_dict,MPE,DT_test,p,BM_EPS_Equity_Multiplier_Market_capitalizati
delta_financial_index_dict,MPE,DT_test,r,BM_EPS_Equity_Multiplier_Market_capitalizati
delta_financial_index_dict,MPE,DT_test,f1,BM_EPS_Equity_Multiplier_Market_capitalizati
delta_financial_index_dict,MPE,RF_train,a,BM_Book_Value_BPS_EPS_Equity_Multiplier_Market_capitalizati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,MPE,RF_train,p,BM_Book_Value_BPS_EPS_Equity_Multiplier_Market_capitalizati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,MPE,RF_train,r,BM_Book_Value_BPS_EPS_Equity_Multiplier_Market_capitalizati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,MPE,RF_train,f1,BM_Book_Value_BPS_EPS_Equity_Multiplier_Market_capitalizati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,MPE,SVC_rbf_test,a,BM_BPS_EPS_Equity_Multiplier_Votility
delta_financial_index_dict,MPE,SVC_rbf_test,p,PE_Rati_ROE_Diluted_Size_Turnover
delta_financial_index_dict,MPE,SVC_rbf_test,r,BM_BPS_EPS_Equity_Multiplier_Size
delta_financial_index_dict,MPE,SVC_rbf_test,f1,BM_BPS_EPS_Equity_Multiplier_Votility
delta_financial_index_dict,MPE,SVC_linear_train,a,BM_BPS_EPS_Equity_Multiplier_ROE_Diluted_Size_Votility
delta_financial_index_dict,MPE,SVC_linear_train,p,BPS_EPS_Turnover
delta_financial_index_dict,MPE,SVC_linear_train,r,BM_BPS_EPS_Equity_Multiplier_ROE_Diluted_Size_Votility
delta_financial_index_dict,MPE,SVC_linear_train,f1,BM_Market_capitalizati_PE_Rati
delta_financial_index_dict,MPE,DT_train,a,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,MPE,DT_train,p,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,MPE,DT_train,r,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,MPE,DT_train,f1,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,MPE,LR_train,a,BPS_EPS_Equity_Multiplier_PE_Rati_Size_Turnover_Votility
delta_financial_index_dict,MPE,LR_train,p,EPS_Votility
delta_financial_index_dict,MPE,LR_train,r,BPS_EPS_Equity_Multiplier_PE_Rati_Size_Turnover_Votility
delta_financial_index_dict,MPE,LR_train,f1,BPS_EPS_Equity_Multiplier_PE_Rati_Size_Turnover_Votility
delta_financial_index_dict,MPE,SVC_linear_test,a,BM_BPS_EPS_Equity_Multiplier_ROE_Diluted_Size_Votility
delta_financial_index_dict,MPE,SVC_linear_test,p,Equity_Multiplier
delta_financial_index_dict,MPE,SVC_linear_test,r,BM_BPS_EPS_Equity_Multiplier_ROE_Diluted_Size
delta_financial_index_dict,MPE,SVC_linear_test,f1,BM_BPS_EPS_Equity_Multiplier_ROE_Diluted_Size
delta_financial_index_dict,MPE,SVC_rbf_train,a,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,MPE,SVC_rbf_train,p,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,MPE,SVC_rbf_train,r,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,MPE,SVC_rbf_train,f1,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,MPE,RF_test,a,BM_Book_Value_Market_capitalizati_PE_Rati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,MPE,RF_test,p,BM_Book_Value_Market_capitalizati_PE_Rati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,MPE,RF_test,r,BM_Book_Value_Market_capitalizati_PE_Rati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,MPE,RF_test,f1,BM_Book_Value_Market_capitalizati_PE_Rati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,MPE,SVC_sigmoid_test,a,BM_EPS_Equity_Multiplier_ROE_Diluted_Votility
delta_financial_index_dict,MPE,SVC_sigmoid_test,p,BM_EPS_Equity_Multiplier_ROE_Diluted_Votility
delta_financial_index_dict,MPE,SVC_sigmoid_test,r,BM_EPS_Equity_Multiplier_ROE_Diluted_Votility
delta_financial_index_dict,MPE,SVC_sigmoid_test,f1,BM_EPS_Equity_Multiplier_ROE_Diluted_Votility
delta_financial_index_dict,MPE,BNB_test,a,BPS_PE_Rati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,MPE,BNB_test,p,BPS_PE_Rati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,MPE,BNB_test,r,Book_Value_BPS_EPS_PE_Rati_ROE_Diluted_Size_Votility
delta_financial_index_dict,MPE,BNB_test,f1,Book_Value_BPS_EPS_PE_Rati_ROE_Diluted_Size_Votility
delta_financial_index_dict,MPE,LR_test,a,BPS_EPS_ROE_Diluted_Size_Turnover_Votility
delta_financial_index_dict,MPE,LR_test,p,Equity_Multiplier_PE_Rati
delta_financial_index_dict,MPE,LR_test,r,BM_BPS_EPS_Equity_Multiplier_PE_Rati_ROE_Diluted_Size_Turnover
delta_financial_index_dict,MPE,LR_test,f1,BM_BPS_EPS_Equity_Multiplier_PE_Rati_ROE_Diluted_Size_Turnover
delta_financial_index_dict,MPE,BNB_train,a,Book_Value_Equity_Multiplier_Market_capitalizati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,MPE,BNB_train,p,Book_Value_Equity_Multiplier_Market_capitalizati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,MPE,BNB_train,r,Book_Value_Equity_Multiplier_Market_capitalizati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,MPE,BNB_train,f1,Book_Value_Equity_Multiplier_Market_capitalizati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,MPE,GNB_train,a,BPS_EPS_Equity_Multiplier_Size
delta_financial_index_dict,MPE,GNB_train,p,Market_capitalizati_PE_Rati_Size
delta_financial_index_dict,MPE,GNB_train,r,BPS_EPS_PE_Rati_ROE_Diluted_Size_Turnover
delta_financial_index_dict,MPE,GNB_train,f1,Equity_Multiplier_Size
delta_financial_index_dict,MPE,SVC_sigmoid_train,a,EPS_Market_capitalizati_Size
delta_financial_index_dict,MPE,SVC_sigmoid_train,p,EPS_Market_capitalizati_Size
delta_financial_index_dict,MPE,SVC_sigmoid_train,r,EPS_Market_capitalizati_Size
delta_financial_index_dict,MPE,SVC_sigmoid_train,f1,EPS_Market_capitalizati_Size
delta_financial_index_dict,MPE,GNB_test,a,EPS_Equity_Multiplier_PE_Rati
delta_financial_index_dict,MPE,GNB_test,p,PE_Rati
delta_financial_index_dict,MPE,GNB_test,r,BPS_EPS_PE_Rati_ROE_Diluted_Size_Turnover
delta_financial_index_dict,MPE,GNB_test,f1,BPS_EPS_Equity_Multiplier_PE_Rati_Votility
delta_financial_index_dict,OEE,DT_test,a,BM_EPS_ROE_Diluted_Size_Turnover
delta_financial_index_dict,OEE,DT_test,p,BM_EPS_ROE_Diluted_Size_Turnover
delta_financial_index_dict,OEE,DT_test,r,BM_EPS_ROE_Diluted_Size_Turnover
delta_financial_index_dict,OEE,DT_test,f1,BM_EPS_ROE_Diluted_Size_Turnover
delta_financial_index_dict,OEE,RF_train,a,BM_BPS_EPS_Equity_Multiplier_Market_capitalizati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,OEE,RF_train,p,BM_BPS_EPS_Market_capitalizati_PE_Rati_ROE_Diluted_Size_Turnover_Votility
delta_financial_index_dict,OEE,RF_train,r,BM_BPS_EPS_Equity_Multiplier_Market_capitalizati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,OEE,RF_train,f1,BM_BPS_EPS_Equity_Multiplier_Market_capitalizati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,OEE,SVC_rbf_test,a,BPS_EPS_Turnover
delta_financial_index_dict,OEE,SVC_rbf_test,p,Equity_Multiplier_PE_Rati_ROE_Diluted_Turnover
delta_financial_index_dict,OEE,SVC_rbf_test,r,BPS_EPS_Turnover
delta_financial_index_dict,OEE,SVC_rbf_test,f1,BPS_EPS_Turnover
delta_financial_index_dict,OEE,SVC_linear_train,a,BPS_EPS_Equity_Multiplier_Market_capitalizati_ROE_Diluted_Size_Turnover_Votility
delta_financial_index_dict,OEE,SVC_linear_train,p,Equity_Multiplier_Votility
delta_financial_index_dict,OEE,SVC_linear_train,r,BM_BPS_EPS_Equity_Multiplier_Market_capitalizati_ROE_Diluted_Size_Turnover_Votility
delta_financial_index_dict,OEE,SVC_linear_train,f1,BM_BPS_EPS_Equity_Multiplier_Market_capitalizati_ROE_Diluted_Size_Turnover_Votility
delta_financial_index_dict,OEE,DT_train,a,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,OEE,DT_train,p,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,OEE,DT_train,r,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,OEE,DT_train,f1,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,OEE,LR_train,a,BPS_Equity_Multiplier_PE_Rati_ROE_Diluted_Votility
delta_financial_index_dict,OEE,LR_train,p,Turnover
delta_financial_index_dict,OEE,LR_train,r,Market_capitalizati_ROE_Diluted_Turnover
delta_financial_index_dict,OEE,LR_train,f1,BM_Book_Value_BPS_Market_capitalizati_PE_Rati
delta_financial_index_dict,OEE,SVC_linear_test,a,Market_capitalizati_ROE_Diluted
delta_financial_index_dict,OEE,SVC_linear_test,p,EPS
delta_financial_index_dict,OEE,SVC_linear_test,r,EPS_Market_capitalizati_ROE_Diluted
delta_financial_index_dict,OEE,SVC_linear_test,f1,Equity_Multiplier_Market_capitalizati_PE_Rati_Turnover
delta_financial_index_dict,OEE,SVC_rbf_train,a,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,OEE,SVC_rbf_train,p,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,OEE,SVC_rbf_train,r,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,OEE,SVC_rbf_train,f1,BM_EPS_Market_capitalizati_ROE_Diluted_Votility
delta_financial_index_dict,OEE,RF_test,a,BPS_PE_Rati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,OEE,RF_test,p,BM_Book_Value_BPS_EPS_Equity_Multiplier_PE_Rati_Votility
delta_financial_index_dict,OEE,RF_test,r,BPS_PE_Rati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,OEE,RF_test,f1,BPS_PE_Rati_ROE_Diluted_Turnover_Votility
delta_financial_index_dict,OEE,SVC_sigmoid_test,a,EPS_Equity_Multiplier_ROE_Diluted
delta_financial_index_dict,OEE,SVC_sigmoid_test,p,BM_EPS_Equity_Multiplier_ROE_Diluted
delta_financial_index_dict,OEE,SVC_sigmoid_test,r,BM_EPS_Equity_Multiplier_ROE_Diluted
delta_financial_index_dict,OEE,SVC_sigmoid_test,f1,BM_EPS_Equity_Multiplier_ROE_Diluted
delta_financial_index_dict,OEE,BNB_test,a,BM_BPS_EPS_ROE_Diluted_Votility
delta_financial_index_dict,OEE,BNB_test,p,BM_BPS_EPS_ROE_Diluted_Votility
delta_financial_index_dict,OEE,BNB_test,r,BM_BPS_EPS_ROE_Diluted_Votility
delta_financial_index_dict,OEE,BNB_test,f1,BM_BPS_EPS_ROE_Diluted_Votility
delta_financial_index_dict,OEE,LR_test,a,BPS_EPS_Equity_Multiplier_ROE_Diluted
delta_financial_index_dict,OEE,LR_test,p,BPS_Equity_Multiplier
delta_financial_index_dict,OEE,LR_test,r,BM_Book_Value_BPS_Market_capitalizati_Size_Votility
delta_financial_index_dict,OEE,LR_test,f1,BM_Book_Value_BPS_Market_capitalizati_Size_Votility
delta_financial_index_dict,OEE,BNB_train,a,BM_EPS_Equity_Multiplier_Size_Votility
delta_financial_index_dict,OEE,BNB_train,p,BM_EPS_Equity_Multiplier_Size_Votility
delta_financial_index_dict,OEE,BNB_train,r,EPS_Equity_Multiplier_ROE_Diluted_Size_Turnover_Votility
delta_financial_index_dict,OEE,BNB_train,f1,EPS_Equity_Multiplier_ROE_Diluted_Size_Turnover_Votility
delta_financial_index_dict,OEE,GNB_train,a,BM_EPS_Turnover
delta_financial_index_dict,OEE,GNB_train,p,BM_EPS
delta_financial_index_dict,OEE,GNB_train,r,BM_PE_Rati_ROE_Diluted_Size_Turnover_Votility
delta_financial_index_dict,OEE,GNB_train,f1,BM_PE_Rati_ROE_Diluted_Size_Turnover_Votility
delta_financial_index_dict,OEE,SVC_sigmoid_train,a,EPS_Equity_Multiplier_Market_capitalizati_PE_Rati_ROE_Diluted_Size
delta_financial_index_dict,OEE,SVC_sigmoid_train,p,BM_EPS_Market_capitalizati_PE_Rati_ROE_Diluted_Size_Turnover_Votility
delta_financial_index_dict,OEE,SVC_sigmoid_train,r,EPS_Equity_Multiplier_Market_capitalizati_PE_Rati_ROE_Diluted_Size
delta_financial_index_dict,OEE,SVC_sigmoid_train,f1,EPS_Equity_Multiplier_Market_capitalizati_PE_Rati_ROE_Diluted_Size
delta_financial_index_dict,OEE,GNB_test,a,BPS_EPS_PE_Rati_ROE_Diluted_Votility
delta_financial_index_dict,OEE,GNB_test,p,BPS_EPS
delta_financial_index_dict,OEE,GNB_test,r,BM_BPS_EPS_ROE_Diluted_Votility
delta_financial_index_dict,OEE,GNB_test,f1,BM_BPS_EPS_ROE_Diluted_Votility
